nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
5789080,ALUM 114,g01,1691071096,test: FEMA6,English Units,EPSG:2277,5789080_ALUM 114_g01_1691071096,5789080_ALUM 114_g01_1691071096,unparsed_units_proj
