nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242665,10170204000897,g01,1616607646,test: Iowa input,SI Units,EPSG:26915,7242665_10170204000897_g01_1616607646,7242665_10170204000897_g01_1616607646,unparsed_units_proj
