nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242483,7242449,g01,1634841246,test: RAS2FIM V1,SI Units,EPSG:26915,7242483_7242449_g01_1634841246,7242483_7242449_g01_1634841246,unparsed_units_proj
