nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242531,7242511,g01,1634841246,test: IFC,SI Units,EPSG:26915,7242531_7242511_g01_1634841246,7242531_7242511_g01_1634841246,* profiles normalized by:-17.6078174093988 * GHDF parsed
