nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242511,7242483,g01,1634841246,test: RAS2FIM V1 outputs,SI Units,EPSG:26915,7242511_7242483_g01_1634841246,7242511_7242483_g01_1634841246,* profiles normalized by:-18.1052610894281 * GHDF parsed
