nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
5789080,ALUM 107,g01,1691071096,test: FEMA6,English Units,EPSG:2277,5789080_ALUM 107_g01_1691071096,5789080_ALUM 107_g01_1691071096,* profiles normalized by:7.091436580325 * G parsed
