nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242581,7242531,g01,1634841246,test: RAS2FIM V1 outputs,SI Units,EPSG:26915,7242581_7242531_g01_1634841246,7242581_7242531_g01_1634841246,* profiles normalized by:-11.2094011902594 * G parsed
