nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
7242581,10170204000897,g01,1616607646,test,SI Units,EPSG:26915,7242581_10170204000897_g01_1616607646,7242581_10170204000897_g01_1616607646,* profiles normalized by:-64.1121224975974 * G parsed
