nhdplus_comid,model_name,g_file,last_modified,source,units,crs,initial_scrape_name,final_name_key,notes
5790952,ALUM 006,g01,1691071095,test: FEMA6,English Units,EPSG:2277,5790952_ALUM 006_g01_1691071095,5790952_ALUM 006_g01_1691071095,unparsed_units_proj
